信息_链接,岗位名称,薪水,技能关键词,标签,工作经验,学历要求,工作地点,公司名称,公司信息,公司标签,其它信息,最低薪资,最高薪资,薪资单位,年薪月数,平均月薪,公司类型,公司规模,所属行业,城市,区域
http://www.zhaopin.com/jobdetail/CC277720610J40933361208.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,python工程师/算法工程师,1.1-1.8万·13薪,Flask PostgreSQL MySQL Redis Java JavaScript 若依框架,Flask,5-10年,本科,福州·台江·宁化,福州捷盈计算机技术有限公司,民营 20-99人 软件/IT服务,李先生·技术总监,高回复率,11000.0,18000.0,万,13.0,14500.0,民营,20-99人,软件/IT服务,福州,台江
http://www.zhaopin.com/jobdetail/CC385622410J40776302706.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,python后端开发工程师,1-1.3万,银行,银行,3-5年,本科,福州·台江·鳌峰,深圳市法本信息技术股份有限公司,上市公司 1000-9999人 软件/IT服务,吕先生·招聘专员,1小时内回复可能性大,10000.0,13000.0,万,12.0,11500.0,上市公司,1000-9999人,软件/IT服务,福州,台江
http://www.zhaopin.com/jobdetail/CCL1291433310J40840895809.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,AI + Python API 自动化工程师（亚马逊运营系统方向）,1.2-1.8万·15薪,REST API,REST API,3-5年,本科,福州·鼓楼·洪山,海卖(福州)网络科技有限公司,民营 20-99人 互联网电商,余春姿·人事经理,3日内活跃,12000.0,18000.0,万,15.0,15000.0,民营,20-99人,互联网电商,福州,鼓楼
http://www.zhaopin.com/jobdetail/CC368687730J40935197415.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,IT工程师（制造业 c# python）,6000-9000元,Python C C# ERP二开 U9 桌面运维,Python,1-3年,本科,福州·马尾·马尾,福建坤兴海洋股份有限公司,民营 500-999人 食品/饮料/酒水批发/零售/贸易,陈先生·人事经理,高回复率,6000.0,9000.0,元,12.0,7500.0,民营,500-999人,食品/饮料/酒水批发/零售/贸易,福州,马尾
http://www.zhaopin.com/jobdetail/CC385622410J40776004206.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,python后端开发工程师,1.2-1.3万,,,3-5年,本科,福州·台江·鳌峰,深圳市法本信息技术股份有限公司,上市公司 1000-9999人 软件/IT服务,吕先生·招聘专员,1小时内回复可能性大,12000.0,13000.0,万,12.0,12500.0,上市公司,1000-9999人,软件/IT服务,福州,台江
http://www.zhaopin.com/jobdetail/CC180936112J00452856504.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,Python开发工程师-福州,8000-15000元,Python Django Flask MySQL Oracle Redis,Python,3-5年,本科,福州·鼓楼·东街,中电福富信息科技有限公司,国企 1000-9999人 软件/IT服务,洪捷·招聘经理,今日活跃,8000.0,15000.0,元,12.0,11500.0,国企,1000-9999人,软件/IT服务,福州,鼓楼
http://www.zhaopin.com/jobdetail/CC277720610J40919060708.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,Java工程师(&Python),1-1.6万·13薪,Java Python Spring MySQL Redis PostgreSQL 若依框架,Java,5-10年,本科,福州·台江·宁化,福州捷盈计算机技术有限公司,民营 20-99人 软件/IT服务,李先生·技术总监,高回复率,10000.0,16000.0,万,13.0,13000.0,民营,20-99人,软件/IT服务,福州,台江
http://www.zhaopin.com/jobdetail/CCL1480117890J40734023605.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,1.5-3万·14薪,C# Java Python MySQL,C#,经验不限,本科,福州·仓山·金山,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,陈女士·招聘经理,高回复率,15000.0,30000.0,万,14.0,22500.0,合资,10000人以上,软件/IT服务,福州,仓山
http://www.zhaopin.com/jobdetail/CC700497020J40851362901.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,开发工程师B（国企）,8000-15000元·14薪,数据治理 ETL 数据仓库 Sql Java Shell Kafka Hadoop Flink,数据治理,3-5年,本科,福州·台江·鳌峰,福州迅腾信息技术有限公司,国企 100-299人 产业互联网平台,林女士·人事,高回复率,8000.0,15000.0,元,14.0,11500.0,国企,100-299人,产业互联网平台,福州,台江
http://www.zhaopin.com/jobdetail/CC385622410J40776217206.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,python开发,9000-14000元,Python Flask MySQL,Python,3-5年,本科,福州·台江·鳌峰,深圳市法本信息技术股份有限公司,上市公司 1000-9999人 软件/IT服务,赵女士·招聘主管,17小时前有回复,9000.0,14000.0,元,12.0,11500.0,上市公司,1000-9999人,软件/IT服务,福州,台江
http://www.zhaopin.com/jobdetail/CC482448730J40807200016.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,开发工程师,6000-12000元,Python Sql Vue,Python,3-5年,本科,福州·鼓楼·温泉,福建人人共享安全服务有限公司,民营 20-99人 工程施工,廖女士·人事,高回复率,6000.0,12000.0,元,12.0,9000.0,民营,20-99人,工程施工,福州,鼓楼
http://www.zhaopin.com/jobdetail/CC328650780J40859775310.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,智能体工程师,5000-8000元·13薪,,,1-3年,本科,福州·鼓楼·鼓东,福建省宇伦信息技术有限公司,股份制企业 20-99人 产业互联网平台,吕海莹·人事经理,今日回复50+次,5000.0,8000.0,元,13.0,6500.0,股份制,20-99人,产业互联网平台,福州,鼓楼
http://www.zhaopin.com/jobdetail/CCL1442350260J40863755114.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,数据开发工程师（制造业）,1.5-2万,数据库开发,数据库开发,1-3年,本科,福州·长乐·首占,福州兰悦地产有限公司,100-299人 房地产开发经营,陈先生·人力经理,高回复率,15000.0,20000.0,万,12.0,17500.0,,100-299人,房地产开发经营,福州,长乐
http://www.zhaopin.com/jobdetail/CCL1256897760J40848469401.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,工业数据中台开发工程师,1-1.5万,Kafka Flink 化工 数据治理,Kafka,3-5年,本科,福州·鼓楼·洪山,开波特(武汉)人工智能有限公司,民营 20-99人 人工智能,郭先生·人事经理,今日活跃,10000.0,15000.0,万,12.0,12500.0,民营,人工智能,,福州,鼓楼
http://www.zhaopin.com/jobdetail/CCL1512780640J40854022512.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,帆软报表工程师,8000-13000元,数据治理 ETL 数据仓库 Sql BI项目 FineReport FVS,数据治理,3-5年,大专,福州·晋安·岳峰,科珠(广州)科技有限公司,20-99人 人工智能,韦女士·人事经理,高回复率,8000.0,13000.0,元,12.0,10500.0,,人工智能,,福州,晋安
http://www.zhaopin.com/jobdetail/CC184606410J40853959214.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,IT,7000-9000元,,,经验不限,本科,福州·长乐·湖南,福建航港针织品有限公司,合资 500-999人 服装/纺织/皮革制造,吴女士·hr,高回复率,7000.0,9000.0,元,12.0,8000.0,合资,500-999人,服装/纺织/皮革制造,福州,长乐
http://www.zhaopin.com/jobdetail/CCL1256897760J40848458801.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,工业Kafka/Flink 开发工程师,1-1.5万,Kafka Flink 化工 数据治理,Kafka,3-5年,本科,福州·鼓楼·洪山,开波特(武汉)人工智能有限公司,民营 20-99人 人工智能,郭先生·人事经理,今日活跃,10000.0,15000.0,万,12.0,12500.0,民营,人工智能,,福州,鼓楼
http://www.zhaopin.com/jobdetail/CC654802720J40970704102.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,IT数据专家,3-4万,数据治理 数据架构 Hadoop Spark Storm 分布式,数据治理,10年以上,本科,福州·台江·鳌峰,天津阳光睿博企业管理咨询有限公司,合资 10000人以上 咨询服务,姬磊·人事经理,高回复率,30000.0,40000.0,万,12.0,35000.0,合资,10000人以上,咨询服务,福州,台江
http://www.zhaopin.com/jobdetail/CCL1243757550J40865299713.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,大数据与AI智能应用开发组长,1.5-2万,AI工具开发 制造工厂大数据 BI平台与可视化 数据治理与性能优化,AI工具开发,5-10年,本科,福州·闽侯·荆溪,福建万加智能科技有限公司,民营 100-299人 物联网,赵女士·HRBP,高回复率,15000.0,20000.0,万,12.0,17500.0,民营,100-299人,物联网,福州,闽侯
http://www.zhaopin.com/jobdetail/CCL1512780640J40904545212.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,数据开发,3000-6000元,数据挖掘 数据建模 ETL Sql Flink Spark Kafka 实习 兼职,数据挖掘,1年以下,本科,福州·晋安·岳峰,科珠(广州)科技有限公司,20-99人 人工智能,韦女士·人事经理,高回复率,3000.0,6000.0,元,12.0,4500.0,,人工智能,,福州,晋安
http://www.zhaopin.com/jobdetail/CCL1503290490J40861164810.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,数据开发,9000-11000元,数据治理 数据建模 ETL Sql Spark 人力资源业务数据处理 HR决策支撑 数据质量提升,数据治理,1-3年,本科,福州·鼓楼·水部,湖北启鑫人力资源有限公司,100-299人 人力资源,杨冯琴·人事经理,12小时内回复可能性大,9000.0,11000.0,元,12.0,10000.0,,人力资源,,福州,鼓楼
http://www.zhaopin.com/jobdetail/CCL1480156660J40904050612.htm?refcode=4019&srccode=401903&preactionid=dea534a3-0edb-4210-ba54-52bed5c6e477,聘数据开发技术员,1-1.3万,ETL 数据仓库 数据建模 Sql Python Spark 制造业数据处理 生产流程优化支撑 跨团队协作,ETL,经验不限,大专,福州·鼓楼·温泉,盐城市东升劳务有限公司,100-299人 专用设备制造,杜先生·行政人事专员,3小时内回复可能性大,10000.0,13000.0,万,12.0,11500.0,,100-299人,专用设备制造,福州,鼓楼
http://www.zhaopin.com/jobdetail/CC522223780J40653911815.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python工程师,7000-14000元,Python,Python,经验不限,本科,北京·门头沟,北京迈迪培尔信息技术有限公司,民营 20-99人 产业互联网平台,尹女士·人事,18小时前有回复,7000.0,14000.0,元,12.0,10500.0,民营,20-99人,产业互联网平台,北京,门头沟
http://www.zhaopin.com/jobdetail/CCL1523896180J40935291508.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python工程师(线上兼职),2000-4000元,Java Python,Java,经验不限,本科,北京·海淀·马连洼,河南九页科技有限公司,民营 20-99人 软件/IT服务,顾先生·人事经理,高回复率,2000.0,4000.0,元,12.0,3000.0,民营,20-99人,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC429888180J40814334516.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python工程师,1.5-2万,RAG,RAG,3-5年,本科,北京·海淀·上地,深圳中迈信息技术有限公司,股份制企业 500-999人 软件/IT服务,张敏·人事经理,6小时内回复可能性大,15000.0,20000.0,万,12.0,17500.0,股份制,500-999人,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CCL1381662310J40861107214.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python工程师（odoo+AI）,8000-15000元,Odoo AI,Odoo,经验不限,学历不限,北京·通州·马驹桥,北京航星传动科技有限公司,民营 20-99人 船舶/航空/航天/军工,侯女士·人事经理,今日回复50+次,8000.0,15000.0,元,12.0,11500.0,民营,20-99人,船舶/航空/航天/军工,北京,通州
http://www.zhaopin.com/jobdetail/CC413458410J40788537402.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python工程师,8000-16000元,PostgreSQL Redis PyQt,PostgreSQL,1-3年,本科,北京·通州·马驹桥,北京码博科技有限公司,民营 20-99人 软件/IT服务,马建军·总经理,今日活跃,8000.0,16000.0,元,12.0,12000.0,民营,20-99人,软件/IT服务,北京,通州
http://www.zhaopin.com/jobdetail/CCL1467242830J40855145310.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python工程师,1.5-2.3万,MySQL PostgreSQL,MySQL,经验不限,本科,北京·丰台·看丹,航天天目(重庆)卫星科技有限公司,20-99人 技术服务,张波·HR,今日活跃,15000.0,23000.0,万,12.0,19000.0,,20-99人,技术服务,北京,丰台
http://www.zhaopin.com/jobdetail/CCL1381662310J40860916914.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python工程师,1-2万,AI Odoo,AI,经验不限,本科,北京·通州·马驹桥,北京航星传动科技有限公司,民营 20-99人 船舶/航空/航天/军工,苏女士·招聘主管,今日活跃,10000.0,20000.0,万,12.0,15000.0,民营,20-99人,船舶/航空/航天/军工,北京,通州
http://www.zhaopin.com/jobdetail/CCL1369677690J40828723513.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python工程师,1-2万,Python,Python,1-3年,本科,北京·海淀·北下关,北京盘拓数据科技有限公司,民营 20-99人 云计算,张女士·人力经理,今日回复10次,10000.0,20000.0,万,12.0,15000.0,民营,20-99人,云计算,北京,海淀
http://www.zhaopin.com/jobdetail/CC323991210J40837198107.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python工程师,1-2万,Python Tornado SQLAlchemy MySQL Redis SQLServer linux IDE git,Python,3-5年,本科,北京·朝阳·朝外,北京艾唯博瑞科技有限公司,股份制企业 20-99人 软件/IT服务,张女士·人事经理,3小时内回复可能性大,10000.0,20000.0,万,12.0,15000.0,股份制,20-99人,软件/IT服务,北京,朝阳
http://www.zhaopin.com/jobdetail/CCL1249077500J40792061305.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python 工程师,1.2-1.6万,Java Sql C++ PostgreSQL Redis ERP系统开发及导入 物联网系统开发 Flask,Java,5-10年,本科,北京·大兴·荣华街道,北京忠邦源得科技有限公司,合资 100-299人 工业自动化/机器人,王子睿·人事经理,11小时前有回复,12000.0,16000.0,万,12.0,14000.0,合资,工业自动化/机器人,,北京,大兴
http://www.zhaopin.com/jobdetail/CCL1520294030J40759615506.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,资深python工程师（双休+五险一金）,1-1.5万,Python,Python,3-5年,大专,北京·海淀·海淀街道,河北盘古开物人工智能科技有限公司,300-499人 人工智能,徐鹏·人事经理,12小时内回复可能性大,10000.0,15000.0,万,12.0,12500.0,,人工智能,,北京,海淀
http://www.zhaopin.com/jobdetail/CCL1486918700J40755190606.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python工程师（AI应用方向）,1.5-2.5万,,,5-10年,本科,北京·东城·建国门,即客(北京)网络文化传播有限公司,300-499人 产业互联网平台,高先生·HR,刚刚活跃,15000.0,25000.0,万,12.0,20000.0,,300-499人,产业互联网平台,北京,东城
http://www.zhaopin.com/jobdetail/CC328002730J40881412902.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,高级Python工程师,1.5-3万·13薪,Java JavaScript Python MySQL MongoDB Redis,Java,1-3年,硕士,北京·西城·椿树,安融信用评级有限公司,其它 100-299人 证券/期货,胡慧敏·人力资源,,15000.0,30000.0,万,13.0,22500.0,其它,100-299人,证券/期货,北京,西城
http://www.zhaopin.com/jobdetail/CC188184510J40899833508.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python工程师（中级）,1.2-1.4万,Python,Python,3-5年,本科,北京·通州·台湖,厦门宏网信息技术有限公司,民营 300-499人 软件/IT服务,金先生·交付经理,,12000.0,14000.0,万,12.0,13000.0,民营,300-499人,软件/IT服务,北京,通州
http://www.zhaopin.com/jobdetail/CC120621990J40835732113.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,后端python工程师,6000-11000元,pytorch Python Java LINUX开发/部署经验 CLAUDE CURSOR CHATGPT Nginx VLLM,pytorch,经验不限,本科,北京·朝阳,陕西康惠制药股份有限公司,上市公司 500-999人 生物/制药,李女士·人事经理,今日回复1次,6000.0,11000.0,元,12.0,8500.0,上市公司,500-999人,生物/制药,北京,朝阳
http://www.zhaopin.com/jobdetail/CCL1483224160J40803469608.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python互联网数据采集（爬虫）开发工程师,8000-16000元,Python 数据采集 爬虫开发 分布式爬虫 Scrapy,Python,经验不限,本科,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它 20-99人 人工智能,侯女士·HR,12小时内回复可能性大,8000.0,16000.0,元,12.0,12000.0,其它,人工智能,,北京,海淀
http://www.zhaopin.com/jobdetail/CC120543470J40922127715.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Python 开发工程师,8000-15000元,FASTAPI Flask Django,FASTAPI,3-5年,本科,北京·大兴·博兴,康龙化成,上市公司 10000人以上 医药研发/生产外包（CXO）,马溪翎·HR,今日活跃,8000.0,15000.0,元,12.0,11500.0,上市公司,10000人以上,医药研发/生产外包（CXO）,北京,大兴
http://www.zhaopin.com/jobdetail/CCL1318355140J40857672803.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python后端开发工程师,2.5-5万,Sql Pandas NumPy Docker,Sql,5-10年,硕士,北京·西城·西长安街,某大型国企公司,其它 500-999人 产业互联网平台,杜女士·HR,1小时内回复可能性大,25000.0,50000.0,万,12.0,37500.0,其它,500-999人,产业互联网平台,北京,西城
http://www.zhaopin.com/jobdetail/CC846483000J40889706003.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python爬虫工程师(高级）,2-2.7万,Python 爬虫开发 Heritrix,Python,5-10年,本科,北京·朝阳·望京,华能信息技术有限公司,国企 500-999人 云计算,张女士·招聘经理,今日回复50+次,20000.0,27000.0,万,12.0,23500.0,国企,500-999人,云计算,北京,朝阳
http://www.zhaopin.com/jobdetail/CCL1480117890J40861616005.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,Java/C/C++/python/开发/测试工程师,1.3-2.6万·14薪,JavaScript Python C++,JavaScript,经验不限,本科,北京·海淀,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,魏女士·招聘专员,3小时内回复可能性大,13000.0,26000.0,万,14.0,19500.0,合资,10000人以上,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CCL1313561060J40849409509.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python中级工程师（银行驻场）,1.1-1.5万,,,3-5年,本科,北京·顺义·空港,北京四方上行软件技术有限公司,民营 20-99人 金融科技/数字金融,白吉斌·人力资源,高回复率,11000.0,15000.0,万,12.0,13000.0,民营,20-99人,金融科技/数字金融,北京,顺义
http://www.zhaopin.com/jobdetail/CCL1384021340J40868477505.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python开发工程师,1.6-2.5万,Django Flask Sql NoSQL 财务智能平台开发 AI项目全流程落地 财务数据处理优化,Django,3-5年,本科,北京·海淀·清华园,北京数君科技有限公司,民营 20-99人 财务/审计/税务,曾婷·人事经理,5分钟内回复可能性大,16000.0,25000.0,万,12.0,20500.0,民营,20-99人,财务/审计/税务,北京,海淀
http://www.zhaopin.com/jobdetail/CCL1480117890J40827857505.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python后端开发工程师,1.5-3万,Java C++ JavaScript,Java,经验不限,本科,北京·海淀,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,张莹·招聘主管,今日回复50+次,15000.0,30000.0,万,12.0,22500.0,合资,10000人以上,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC132807300J40850244107.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python开发工程师,1.5-2万,,,1-3年,大专,北京·朝阳,北京中科航天人才服务有限公司,国企 1000-9999人 汽车金融,贾丽慧·人事经理,6小时内回复可能性大,15000.0,20000.0,万,12.0,17500.0,国企,1000-9999人,汽车金融,北京,朝阳
http://www.zhaopin.com/jobdetail/CC557155320J40894892803.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,北京python爬虫工程师（wai包）AI,1-1.7万,Flask DOCKER容器化 AIAGENT MINIO LLM,Flask,3-5年,本科,北京·西城·新街口,郑州海奥软件科技有限公司,民营 100-299人 软件/IT服务,孔女士·人事经理,30分钟内回复可能性大,10000.0,17000.0,万,12.0,13500.0,民营,100-299人,软件/IT服务,北京,西城
http://www.zhaopin.com/jobdetail/CCL1480117890J40862748305.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,软件开发工程师（Java/C/C++/python/JS）,1.5-3万,C C++ Python,C,经验不限,本科,北京·海淀,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,张先生·HR,6小时内回复可能性大,15000.0,30000.0,万,12.0,22500.0,合资,10000人以上,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC315847110J40810702707.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python后端开发工程师,1.3-1.8万,Python,Python,5-10年,本科,北京·丰台·右安门,京北方,民营 10000人以上 软件/IT服务,张女士·京北方HR,16小时前有回复,13000.0,18000.0,万,12.0,15500.0,民营,10000人以上,软件/IT服务,北京,丰台
http://www.zhaopin.com/jobdetail/CC637366030J40776079406.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,go/python后端开发工程师,1.4-1.5万,C++ Python Shell,C++,1-3年,本科,北京·海淀·马连洼,博彦科技承德有限公司,股份制企业 1000-9999人 软件/IT服务,齐女士·HR,3小时内回复可能性大,14000.0,15000.0,万,12.0,14500.0,股份制,1000-9999人,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CCL1480117890J40614881205.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,java/c++/C/Python/前端开发工程师,1.5-3万·14薪,C语言 Java Python,C语言,经验不限,本科,北京·海淀,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,王博·人力资源招聘顾问,3日内活跃,15000.0,30000.0,万,14.0,22500.0,合资,10000人以上,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CCL1337167290J40876053815.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python爬虫工程师,8000-14000元,Python 数据挖掘 数据采集 爬虫开发 反爬虫 分布式爬虫,Python,1-3年,大专,北京·海淀,北京信达华方科技有限公司,民营 20-99人 软件/IT服务,王豪洁·人事经理,高回复率,8000.0,14000.0,元,12.0,11000.0,民营,20-99人,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC147646000J40864011414.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python中级开发工程师,8000-11000元,Django Flask MySQL PostgreSQL Redis PYTHON后端开发 系统性能优化 跨团队协作,Django,1-3年,本科,北京·西城·展览路,北京阿提拉科技有限公司,民营 300-499人 软件/IT服务,邹女士·项目总监,今日回复50+次,8000.0,11000.0,元,12.0,9500.0,民营,300-499人,软件/IT服务,北京,西城
http://www.zhaopin.com/jobdetail/CCL1480117890J40868580105.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,软件开发工程师（java/c++/python）,1.4-2.8万,Python C++ Spring,Python,经验不限,本科,北京·海淀,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,赵女士·招聘经理,30分钟内回复可能性大,14000.0,28000.0,万,12.0,21000.0,合资,10000人以上,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC637366030J40775990406.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,测试开发工程师（有Python开发能力）,1.1-1.2万,Java Python Shell C/C++,Java,1-3年,本科,北京·海淀·马连洼,博彦科技承德有限公司,股份制企业 1000-9999人 软件/IT服务,金女士·招聘主管,15小时前有回复,11000.0,12000.0,万,12.0,11500.0,股份制,1000-9999人,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC147646000J40864011814.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python数据开发工程师,9000-10000元,Sql 数据ETL开发 数据仓库建模优化 数据质量监控,Sql,3-5年,本科,北京·西城·展览路,北京阿提拉科技有限公司,民营 300-499人 软件/IT服务,邹女士·项目总监,22小时前有回复,9000.0,10000.0,元,12.0,9500.0,民营,300-499人,软件/IT服务,北京,西城
http://www.zhaopin.com/jobdetail/CCL1480117890J40856425005.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python后端开发工程师（全国在招，接受应届和无经验者）,1.5-3万,Java C++,Java,经验不限,本科,北京·海淀,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,王昭云·人事经理,高回复率,15000.0,30000.0,万,12.0,22500.0,合资,10000人以上,软件/IT服务,北京,海淀
http://www.zhaopin.com/jobdetail/CC844803710J40896804403.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python后端开发工程师,1.5-2.2万,Python MongoDB Redis,Python,5-10年,学历不限,北京·海淀·中关村,北京亿智云科技有限公司,20-99人 信息安全,庞女士·HRBP,6小时内回复可能性大,15000.0,22000.0,万,12.0,18500.0,,20-99人,信息安全,北京,海淀
http://www.zhaopin.com/jobdetail/CC315847110J40849934807.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,python后端开发工程师,1.6-2万,Python MySQL AI 大模型,Python,5-10年,本科,北京·丰台·右安门,京北方,民营 10000人以上 软件/IT服务,张欣梅·高级招聘经理,高回复率,16000.0,20000.0,万,12.0,18000.0,民营,10000人以上,软件/IT服务,北京,丰台
http://www.zhaopin.com/jobdetail/CCL1480117890J40845576605.htm?refcode=4019&srccode=401903&preactionid=9899a738-ef8e-47c6-8b53-396be77b2b16,全栈工程师（java，go，python，js，re）,2-3.5万·18薪,前端开发 后端开发 JavaScript react Java GoLang Python,前端开发,经验不限,本科,北京·朝阳,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,孙先生·高级HRBP,刚刚活跃,20000.0,35000.0,万,18.0,27500.0,合资,10000人以上,软件/IT服务,北京,朝阳
